2015262,137217,5.0
2015262,44068,5.0
2015262,131495,5.0
2015262,194197,5.0
2015262,148251,5.0
2015262,116632,1.0
2015262,245196,3.0
2834479,101617,1.4089977607379394
2834479,185539,1.0
2834479,86850,5.0
2834479,213968,2.0
2834479,46676,2.683567793823433
2834479,267442,2.0
2834479,105913,2.4917797455222455
2834479,243834,1.0
2834479,251976,3.3622834112794977
2834479,270987,1.4089977607379394
131079,152642,5.0
131079,56770,5.0
131079,13078,2.0
131079,139349,4.0
131079,193711,5.0
196622,210562,1.0
196622,137217,1.0
196622,176641,1.0
196622,48645,1.0
196622,220934,1.0
196622,145031,2.0
196622,104457,1.0
196622,251531,1.0
196622,254987,2.0
196622,191113,3.0
196622,203023,2.0
196622,144783,3.0
196622,66197,1.0
196622,194197,1.0
196622,148251,1.0
196622,92955,1.0
196622,208537,1.0
196622,26395,1.0
196622,243357,1.0
196622,267044,3.0
196622,180768,2.0
196622,269868,3.0
196622,153902,1.0
196622,193711,1.0
196622,115500,1.0
196622,44078,1.0
196622,153901,2.0
196622,254647,3.0
196622,101175,1.0
196622,93238,1.0
196622,94390,1.0
196622,105913,1.0
196622,210746,1.0
196622,254521,1.0
196622,233145,2.0
196622,152642,1.0
196622,161219,1.0
196622,81090,1.0
196622,236742,1.0
196622,92486,2.0
196622,56905,1.0
196622,227023,1.0
196622,233934,2.0
196622,133708,1.0
196622,236620,1.0
196622,235348,1.0
196622,260825,1.0
196622,131549,1.0
196622,225251,2.0
196622,75875,1.0
196622,45927,1.0
196622,103528,1.0
196622,39804,1.0
2048018,269706,1.0
147475,237744,3.0
147475,44068,1.7571529923597966
147475,264385,3.7583248003457896
147475,131495,5.0
147475,131493,2.0
147475,248826,1.8791624001728948
147475,82394,1.9656439986293563
5472322,65522,5.0
5472322,197077,2.0
5472322,112815,1.0
3178530,57600,1.0
3178530,105091,1.0
3178530,137217,1.0
3178530,193540,1.0
3178530,193418,1.0
3178530,63372,1.4447378761281198
3178530,107027,1.0
3178530,118932,1.0
3178530,266642,1.0
3178530,194197,1.0
3178530,148251,1.0
3178530,44068,1.0
3178530,131495,1.0
3178530,1959,1.0
3178530,51883,1.0
3178530,139054,1.0
3178530,153902,1.0
3178530,113324,1.0
3178530,251061,1.3975513001532012
3178530,254521,1.0
3178530,218046,1.0
3178530,199100,1.0
3178530,23234,1.0
3178530,86850,1.0
3178530,225479,1.0
3178530,93639,1.0
3178530,113479,3.0
3178530,113478,3.0
3178530,108745,1.0
3178530,113481,1.0
3178530,113480,2.0
3178530,18639,1.0
3178530,46676,1.0
3178530,94293,1.0
3178530,55383,1.0
3178530,55384,1.0
3178530,33625,1.0
3178530,55385,2.0
3178530,106587,1.0
3178530,55386,1.0
3178530,55387,1.0
3178530,131550,2.16710681419218
3178530,267992,1.0
3178530,101093,3.0
3178530,251111,3.0
3178530,5606,2.0
3178530,105455,1.0
3178530,223858,1.0
3178530,46197,1.0
3178530,65014,1.0
3178530,95352,1.0
3178530,116475,1.0
3178530,12412,1.0
3178530,226300,1.0
327699,90210,1.9278434409532643
327699,114917,1.0
327699,236742,1.0
327699,114916,1.0
327699,153893,2.246805978419665
327699,21448,1.1234029892098325
327699,207689,1.9278434409532643
327699,236616,2.359787275409052
327699,110922,1.4639990485290872
327699,52494,1.4639990485290872
327699,139149,1.179893637704526
327699,223024,1.027405147149185
327699,234389,1.4639990485290872
327699,50998,1.0
327699,56281,1.0
327699,263391,1.027405147149185
327699,225208,3.0
950297,47574,1.0
2293812,223858,5.0
2293812,184611,3.0
2293812,75875,1.9971548490359938
2293812,66197,2.8323301613662393
2293812,220934,2.8323301613662393
2293812,251036,3.0
655378,137876,3.0
2621488,43665,3.0
2621488,57282,3.3448532245432827
2621488,145386,5.0
2621488,88281,5.0
2621488,208538,3.4656646875105506
2621488,100315,1.0
2621488,236616,1.0
507934,124339,1.0
507934,216775,3.0
507934,64949,1.0
7979106,44401,1.0
7979106,223473,1.0
7979106,65522,1.0
7979106,90210,1.0
7979106,101525,3.0
7979106,153893,1.1829703230911444
7979106,101526,1.0
7979106,21448,1.0
7979106,126507,5.0
7979106,218281,2.0
7979106,20364,1.0
7979106,47855,1.0
2048002,1959,1.0
2048002,155114,1.0
344090,108416,1.0
344090,99459,1.0
344090,137217,1.0
344090,160257,2.0
344090,109829,1.0
344090,106756,1.0
344090,143877,1.0
344090,193418,1.0
344090,118668,3.0
344090,107027,1.0
344090,126357,1.0
344090,110615,1.0
344090,49816,1.0
344090,239513,1.0
344090,146072,1.0
344090,26395,1.0
344090,49180,1.0
344090,147231,1.0
344090,66590,1.0
344090,192541,1.0
344090,44068,1.0
344090,131495,1.0
344090,4773,3.0
344090,66727,3.0
344090,1959,1.0
344090,269871,1.0
344090,153900,1.0
344090,245555,1.0
344090,104496,2.0
344090,238898,2.0
344090,223024,1.0
344090,45748,1.0
344090,253623,1.0
344090,41911,1.0
344090,217531,1.0
344090,105913,1.0
344090,111162,1.0
344090,110141,1.0
344090,98111,1.0
344090,199100,1.0
344090,57282,1.0
344090,110281,1.1689116980692031
344090,222410,1.0
344090,207689,1.0
344090,133708,2.0
344090,151250,3.0
344090,68435,1.0
344090,248662,1.0
344090,68692,1.0
344090,42071,1.0
344090,225754,2.0
344090,263391,1.0
344090,234076,1.0
344090,75875,1.0
344090,90210,1.0
344090,153190,1.0
344090,185444,1.0
344090,145386,1.0
344090,185448,1.0
344090,232941,3.0
344090,19567,1.0
344090,148467,5.0
344090,109940,1.0
344090,40316,1.0
1802244,43139,1.0
7503981,137217,4.180658954572199
7503981,194197,5.0
7503981,148251,4.620981203732969
7503981,251517,3.0
131106,61808,1.0
131106,120878,1.0
33,44068,5.0
33,131494,5.0
33,239513,5.0
33,40316,5.0
32801,144786,3.0
32801,56770,2.2598169007463755
32801,87474,1.5646108727953203
32801,95352,2.703642937678303
32801,118696,1.0
32801,51883,2.703642937678303
32801,231565,4.519633801492751
49186,243305,1.0
2637835,116019,4.007773858875571
2637835,195713,3.1485699426106306
2637835,106247,1.0
2637835,78182,4.007773858875571
2637835,103782,2.0
1376305,109940,1.0
98343,66753,1.0
98343,137217,1.3935529848573998
98343,180161,3.0669914062422987
98343,117446,3.0669914062422987
98343,126408,1.0
98343,56651,5.0
98343,43661,1.0
98343,132114,5.0
98343,68692,2.0239452851557957
98343,239509,3.0669914062422987
98343,33625,2.0096838120217955
98343,239513,2.3153271790406316
98343,26395,2.7871059697147995
98343,156444,5.0
98343,12575,3.0
98343,75875,1.331436566023996
98343,107938,3.938503821194056
98343,142817,3.0
98343,44068,1.84139321172957
98343,153190,1.0
98343,131495,5.0
98343,185444,1.0
98343,223850,3.6967849629863743
98343,106,5.0
98343,110507,1.0
98343,8557,3.0
98343,146221,4.585826932635137
98343,240684,1.0
98343,126897,4.585826932635137
98343,252211,1.0
98343,254641,3.0
98343,165494,3.9490233391025034
98343,46197,2.0096838120217955
98343,45243,2.5609117256800786
98343,40316,2.3153271790406316
98343,239294,3.0669914062422987
2146310,108416,1.0
2146310,210562,1.0
2146310,53124,1.0
2146310,59529,1.0
2146310,45194,1.0
2146310,252297,1.0
2146310,139149,1.0
2146310,224018,1.0
2146310,222226,1.56227378660775
2146310,139536,1.0
2146310,108694,1.2316208929550543
2146310,208538,1.0
2146310,143516,5.0
2146310,225830,1.0
2146310,1959,1.2298863047972426
2146310,132261,1.2298863047972426
