2393990,131094,5
6622147,114394,5
6397399,93850,5
20615,1959,5
6224954,47459,5
6168112,132114,5
1282483,107883,5
8716972,52322,5
7409971,60131,5
7926818,124486,5
7389107,227422,5
4918943,229831,5
8540305,214506,5
4697764,55731,5
4463279,109277,5
4084333,58452,5
4049661,100455,5
3893896,109462,5
754082,19599,5
699320,215073,5
3576847,82890,5
3576847,93439,5
3381292,142817,5
616969,101675,5
3283732,60206,5
2886494,48578,5
414901,251492,5
2528421,67103,5
2528421,126955,5
339978,251496,5
23311,74729,5
287634,113388,5
2096364,118022,5
1974344,94124,5
172383,228677,5
1070809,65086,5
1773214,226582,5
1773214,139150,5
55471,251492,5
51462,236960,5
37233,135786,5
9932489,19006,5
8950776,188610,5
7469915,4772,5
7469915,163956,5
5704,155066,5
2565,210746,5
953410,254641,5
909936,131564,5
3579782,129247,5
873946,190141,5
828261,192728,5
1183124,257188,5
1163770,104574,5
2928225,1959,5
2925964,244642,5
2728751,236920,5
2728751,256195,5
2599805,1959,5
532523,34266,5
494978,19036,5
2484595,193540,5
2335090,40975,5
2314084,111938,5
2205950,39717,5
322329,25464,5
282219,131461,5
1086156,158434,5
229216,263997,5
1867438,93169,5
187979,263997,5
1627849,258938,5
87724,1959,5
83457,194197,5
92413,201092,5
91558,206338,5
1554616,143003,5
1460471,76895,5
1460471,28589,5
1460471,75875,5
1149595,108671,5
217879,136812,5
233458,131094,5
2728751,236967,5
2728751,236861,5
70344,39275,5
6197,1959,5
5704,254956,5
5704,254947,5
1783798,239553,5
12908,131460,5
11050,252205,5
7469915,156444,5
7469915,4773,5
1001605,99858,5
1965711,52982,5
5704,254958,5
2131,65161,5
7469915,249129,5
7469915,146130,5
4113890,38586,5
4697764,164418,5
3191326,109277,5
1183124,1959,5
2484589,256133,5
2484589,160728,5
2749462,245041,5
7469915,131559,5
316805,254957,4
1418955,36713,4
1436904,133507,4
41414,218285,4
1446746,195652,4
41880,1959,4
1460471,131496,4
1460471,28620,4
1460471,28606,4
53010,172533,4
56066,133577,4
1505134,170154,4
1524412,145386,4
57903,251112,4
57903,133577,4
57903,6543,4
57903,248611,4
57903,207677,4
57903,152608,4
1588442,1959,4
1588442,17979,4
70031,236616,4
75104,136471,4
1604775,43270,4
76630,263514,4
76630,263515,4
1643759,132114,4
80003,101526,4
1049104,259235,4
1049104,82853,4
87724,76678,4
87724,76139,4
1751851,108701,4
94273,205408,4
1759442,202504,4
1759442,139124,4
1759442,257294,4
1770800,259454,4
102337,251976,4
102500,223024,4
1781832,236742,4
1805190,113051,4
1842599,248940,4
120528,152616,4
120528,240646,4
120528,35845,4
120528,190252,4
1849514,249327,4
1849514,142782,4
1849514,240683,4
1852795,131461,4
1852795,139531,4
128262,21065,4
